Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Admiral Footsu,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1944.0,1.0,1944-03-01,
Admiral Leeds,Public,Living,Male,Good,,,,,White,,Marvel,1941.0,3.0,1941-11-01,
Admiral Nippo,Public,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-06-01,
Admiral Nodope,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-05-01,
Admiral von Roeder,Public,Deceased,Male,Bad,,,,,Black,,Marvel,1943.0,1.0,1943-03-01,
Adolf Hitler,Public,Deceased,Male,Bad,,,,Brown,Brown,,DC,1942.0,101.0,1942-03-01,
Adolf Hitler,No Dual,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1940.0,145.0,1940-09-01,
Adolf Hitler,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1963.0,30.0,1963-12-01,Clone
Adolf Hitler Clone,Secret,Deceased,Male,Bad,,,,,Black,,DC,1986.0,3.0,1986-06-01,
Adolf Impossible,No Dual,Living,Male,Good,,,,Black,Bald,,Marvel,,7.0,,
Adolphus,Secret,Living,Male,Other,,,,,,,Marvel,2004.0,5.0,2004-07-01,
Adomox,Public,Living,Male,Bad,,,,Yellow,Blond,,Marvel,,2.0,,
Adonis,No Dual,Living,Male,Other,,,,,Brown,,Marvel,1951.0,1.0,1951-06-01,
Adora,Secret,Deceased,Female,Other,,,,,,,Marvel,1979.0,20.0,1979-03-01,
Adora,Secret,Living,Female,Other,,,,,,,Marvel,1993.0,,1993-11-01,Clone
Adrasteia,Public,Deceased,Female,Good,,,,Green,Red,,DC,2011.0,3.0,2011-01-01,
Adri Nital,No Dual,Deceased,Male,Bad,,,,Red,Black,,Marvel,1975.0,7.0,1975-01-01,
Adria,Secret,Living,Female,Bad,,,,,Black,,Marvel,1966.0,6.0,1966-02-01,
Adria Walker,No Dual,Living,Female,Other,,,,,,,Marvel,1987.0,3.0,1987-09-01,
Adrian Castorp,No Dual,Deceased,Male,Other,,,,,Blond,,Marvel,1985.0,1.0,1985-04-01,
Adrian Chase,Public,Deceased,Male,Other,,,,Blue,Blond,,DC,1982.0,76.0,1982-09-01,
Adrian Corbo,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1997.0,26.0,1997-07-01,
Adrian Defoe,Secret,Living,Male,Good,,,,Blue,Bald,,Marvel,2004.0,4.0,2004-01-01,
Adrian Eiskalt,No Dual,Living,Male,Other,,,,Black,Brown,,Marvel,1993.0,1.0,1993-09-01,
Adrian Lynn,Secret,Living,Female,Other,,,,Black,,,Marvel,1993.0,4.0,1993-03-01,
Adrian Paratino,,Living,Male,Good,,,,,Black,,DC,2009.0,19.0,2009-05-01,
Adrian Toomes,Public,Living,Male,Bad,,,,Hazel,Bald,,Marvel,1963.0,248.0,1963-05-01,
Adrian Turner,No Dual,Living,Male,Other,,,,,Black,,Marvel,1982.0,1.0,1982-10-01,
Adrian Wentworth,Secret,Living,Male,Bad,,,,,,,DC,1995.0,1.0,1995-12-01,
Adrian Zapruder,Public,Living,Male,Other,,,,,White,,DC,1995.0,1.0,1995-03-01,
Adriana Soria,Secret,Deceased,Female,Bad,,,,Brown,Black,,Marvel,2004.0,25.0,2004-08-01,
Adriana Soria,Secret,Deceased,Female,Bad,,,,Yellow,Black,,Marvel,2012.0,1.0,2012-11-01,Princess
Adrianna Tomaz,Public,Deceased,Female,Other,,,,Brown,Brown,,DC,2006.0,38.0,2006-05-01,
Adrienne Bowen,No Dual,Living,Female,Other,,,,Brown,Brown,,Marvel,2005.0,4.0,2005-04-01,
Adrienne Frost,Public,Deceased,Female,Bad,,,,Green,Blond,,Marvel,1999.0,24.0,1999-03-01,
Adur,No Dual,Living,Male,Bad,,,,Purple,Bald,,Marvel,,4.0,,
Adva,Secret,Living,Female,Other,,,,,,,Marvel,1998.0,12.0,1998-10-01,
Adversary,Secret,Living,Male,Bad,,,,Blue,,,Marvel,1984.0,32.0,1984-12-01,
Advisor,Secret,Living,Male,Bad,,,,Brown,Black,,Marvel,1994.0,9.0,1994-04-01,
Aegir,No Dual,Living,Male,Other,,,,,,,Marvel,1981.0,2.0,1981-05-01,
Aegis,Secret,Deceased,Female,Other,,,,White,Bald,,Marvel,2006.0,8.0,2006-08-01,
Aeish,,Living,Female,Other,,,,,,,Marvel,1992.0,1.0,1992-10-01,
Ael-Dan,No Dual,Deceased,Male,Other,,,,,White,,Marvel,1991.0,3.0,1991-08-01,
Aelfric,Secret,Deceased,Male,Bad,,,,,,,Marvel,1973.0,4.0,1973-01-01,
Aelfyre Whitemane,Secret,Deceased,Male,Good,,,,Pink,White,,Marvel,1984.0,2.0,1984-08-01,
Aella,,Deceased,Female,Good,,,,,,,DC,1987.0,6.0,1987-02-01,
Aeltri,Secret,Living,Female,Good,,,,,,,Marvel,1979.0,1.0,1979-11-01,
Aeneas,Secret,Living,Male,Other,,,,Brown,Brown,,Marvel,1979.0,2.0,1979-11-01,
Aentaros,,Living,Male,Other,,,,,,,Marvel,2000.0,2.0,2000-05-01,
Aeric,Secret,Living,Male,Other,,,,,,,Marvel,1998.0,1.0,1998-11-01,
Aerivar XVIII,,Living,Male,Bad,,,,,,,Marvel,1984.0,3.0,1984-12-01,
Aeroika,,Living,Male,Other,,,,,Gold,,Marvel,1980.0,6.0,1980-01-01,
Aesklos,,Living,Male,Other,,,,,,,Marvel,1975.0,,1975-02-01,
Aftaab Lemar,,Deceased,Male,Bad,,,,,,,Marvel,2006.0,3.0,2006-08-01,
Afterburner,Secret,Living,Female,Bad,,,,,Green,,Marvel,1994.0,2.0,1994-02-01,
Afterlife,Secret,Living,Male,Good,,,,,,,Marvel,1996.0,3.0,1996-05-01,
Aftermath,Secret,Deceased,Male,Bad,,,,,Blond,,DC,2005.0,2.0,2005-01-01,
Aftermath,Public,Living,Male,Other,,,,White,Bald,,Marvel,1994.0,2.0,1994-01-01,Sleeper
Aga'po,Public,Deceased,Female,Good,,,,Violet,,,DC,2009.0,,2009-01-01,
Agamemno,Secret,Living,Male,Other,,,,White,,,DC,2000.0,5.0,2000-07-01,
Agamemnon,,Deceased,Male,Other,,,,,,,DC,1948.0,2.0,1948-08-01,
Agamemnon,Public,Deceased,Male,Other,,,,,,,Marvel,1979.0,2.0,1979-11-01,Mythology
Agamemnon,No Dual,Deceased,Male,Other,,,,Brown,Brown,,Marvel,1995.0,,1995-05-01,Dog
Agamotto,Secret,Deceased,Male,Other,,,,Variable,Variable,,Marvel,1974.0,19.0,1974-06-01,
Agantha,Secret,Living,Female,Bad,,,,Photocellular,,,DC,1964.0,1.0,1964-09-01,
Agar,No Dual,Living,Male,Bad,,,,Black,Bald,,Marvel,,,,
Agatha Harkness,No Dual,Deceased,Female,Good,,,,Blue,White,,Marvel,1970.0,122.0,1970-01-01,
Agatha Harkness,No Dual,Living,Female,Good,,,,,,,Marvel,1996.0,8.0,1996-11-01,Heroes Reborn
Agatha Timly,,Living,Female,Bad,,,,,,,Marvel,1972.0,1.0,1972-05-01,
Agatha Wayne,,Living,Female,Good,,,,,White,,DC,1955.0,3.0,1955-02-01,
Agathon,,Living,Male,Bad,,,,,,,Marvel,1975.0,1.0,1975-01-01,
Agdistis,,Living,Female,Other,,,,,,,Marvel,1986.0,,1986-02-01,
Aged Genghis,,Living,Male,Other,,,,Brown,Bald,,Marvel,1965.0,12.0,1965-09-01,
Agent !,Secret,Deceased,Male,Bad,,,,,Black,,DC,1991.0,4.0,1991-11-01,
Agent 13,Secret,Deceased,Male,Bad,,173.0,61.0,Blue,Blond,,Marvel,1994.0,,1994-07-01,Hydra Agent
Agent 17,Secret,Living,Female,Bad,,,,,Black,,Marvel,1977.0,,1977-07-01,A.I.M.
Agent 22,Secret,Living,Female,Other,,,,,Black,,Marvel,1994.0,2.0,1994-10-01,
Agent 5,Secret,Living,Male,Bad,,,,,,,Marvel,1989.0,1.0,1989-04-01,
Agent 9,,Deceased,Male,Other,,,,,Brown,,Marvel,1998.0,,1998-09-01,
Agent A-14,Secret,Deceased,Male,Bad,,,,,,,Marvel,1970.0,1.0,1970-04-01,
Agent Anesthesia,Secret,Living,Female,Bad,,,,Red,Bald,,Marvel,2011.0,3.0,2011-01-01,
Agent Axis,Secret,Living,Female,Bad,,,,,,,DC,1942.0,2.0,1942-12-01,
Agent Axis,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1977.0,13.0,1977-08-01,
Agent Bob,,,Male,Good,Human,178.0,81.0,Brown,Brown,,Marvel,,,,
Agent Briggs,Secret,Living,Male,Bad,,,,Brown,Black,,Marvel,1998.0,2.0,1998-05-01,
Agent Carver,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2007.0,3.0,2007-03-01,
Agent Colby,Public,Living,Male,Good,,,,,Blond,,Marvel,2000.0,1.0,2000-07-01,
Agent Copernicus,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-02-01,
Agent Crimson,Secret,Living,Male,Good,,,,,Red,,Marvel,2007.0,4.0,2007-04-01,
Agent Crock,Secret,Living,Male,Other,,,,Green,Brown,,Marvel,1987.0,1.0,1987-10-01,
Agent D,,Living,Female,Bad,,,,,,,Marvel,1976.0,,1976-07-01,Ducharme
Agent Deems,Secret,Deceased,Male,Other,,,,Brown,Bald,,Marvel,2006.0,13.0,2006-10-01,
Agent Donohue,Public,Living,Female,Other,,,,,Brown,,Marvel,1989.0,2.0,1989-10-01,
Agent Gorman,No Dual,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,2013.0,9.0,2013-01-01,
Agent Green,Secret,Deceased,Female,Good,,,,,,,Marvel,2000.0,2.0,2000-12-01,
Agent Hayes,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,,1.0,,
Agent K,Secret,Living,Male,Good,,,,,Blond,,Marvel,1980.0,1.0,1980-12-01,
Agent Kepler,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-02-01,
Agent L,Secret,Living,Male,Other,,,,,Brown,,Marvel,1965.0,1.0,1965-10-01,
Agent Liberty II,Secret,Living,Female,Good,,,,,,,DC,2009.0,2.0,2009-10-01,
Agent M,Secret,Living,Male,Other,,,,Blue,Brown,,Marvel,1979.0,1.0,1979-12-01,
Agent Monkton,Secret,Deceased,Male,Good,,,,Blue,Blond,,Marvel,,4.0,,
Agent Newton,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-02-01,
Agent Orange,Secret,Deceased,Female,Good,,,,,,,Marvel,2000.0,2.0,2000-12-01,
Agent Orange,Secret,Living,Male,Bad,,,,,,,DC,1983.0,2.0,1983-10-01,
Agent Owen,Secret,Living,Male,Other,,,,,Blond,,Marvel,2006.0,1.0,2006-11-01,
Agent Planck,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-02-01,
Agent Pratt,Public,Living,Male,Bad,,,,Red,Bald,,Marvel,2002.0,10.0,2002-07-01,
Agent Q,Secret,Living,Male,Other,,,,,,,Marvel,1972.0,1.0,1972-09-01,
Agent R-2,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1969.0,,1969-12-01,
Agent Red,Secret,Deceased,Male,Good,,,,,,,Marvel,2000.0,2.0,2000-12-01,
Agent Simon,Secret,Living,Male,Other,,,,Black,Blue,,Marvel,1994.0,,1994-03-01,
Agent Syn,Secret,Living,Male,Bad,,,,,,,Marvel,1980.0,2.0,1980-11-01,
Agent Walsh,Public,Living,Male,Other,,,,Brown,Black,,Marvel,2003.0,4.0,2003-12-01,
Agent Whitman,Secret,Living,Male,Other,,,,Brown,Bald,,Marvel,2006.0,1.0,2006-09-01,
Agent X,Secret,Living,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-03-01,WWII Japanese Spy
Agent X,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1942.0,,1942-03-01,WWII Japanese Soldier
Agent X,Secret,Living,Male,Other,,,,Brown,Bald,,Marvel,2002.0,35.0,2002-05-01,Nijo
Agent Zero,,,Male,Good,,191.0,104.0,,,,Marvel,,,,
Agent of 1000 Faces,Secret,Living,Male,Bad,,,,,,,Marvel,1968.0,6.0,1968-09-01,
Agent of Fortune,Secret,Living,Male,Bad,,,,,,,Marvel,1978.0,5.0,1978-04-01,
Agent of Heaven,Secret,Living,Male,Good,,,,,Blond,,Marvel,1974.0,2.0,1974-06-01,
Agent of Hell,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1974.0,1.0,1974-06-01,
Agent of the Realm Between,Secret,Living,Male,Other,,,,,,,Marvel,1974.0,1.0,1974-06-01,
Aggamon,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1964.0,5.0,1964-04-01,
Aghanne,,Living,Female,Bad,,,,Green,Brown,,Marvel,2007.0,5.0,2007-02-01,
Aginar,Secret,Living,Male,Other,,,,Grey,Black,,Marvel,1977.0,6.0,1977-05-01,
Agitator,,Living,Other,Other,,,,,,,Marvel,2000.0,,2000-04-01,
Agmarr Slogg,No Dual,Living,Male,Other,,,,,,,Marvel,2004.0,,2004-11-01,
Agnar,No Dual,Living,Male,Other,,,,,White,,Marvel,1964.0,2.0,1964-05-01,
Agnar of Vanaheim,Secret,Living,Male,Good,,,,,Black,,Marvel,1983.0,18.0,1983-12-01,
"Agnar, King of the Eagles",,Living,Male,Good,,,,,,,Marvel,1964.0,4.0,1964-01-01,
Agni,Secret,Living,Male,Bad,,,,Brown,Black,,DC,1988.0,8.0,1988-09-01,
Agogg,Public,Deceased,Male,Bad,,,,,Brown,,DC,1991.0,1.0,1991-02-01,
Agon,No Dual,Deceased,Male,Other,,,,,Black,,Marvel,1968.0,4.0,1968-01-01,
Agony,,Living,Other,Other,,,,White,Bald,,Marvel,1993.0,14.0,1993-05-01,Symbiote
Agony,Secret,Living,Female,Bad,,,,,Red,,Marvel,1992.0,10.0,1992-11-01,Hellbent
Agrimet,,Deceased,Male,Other,,,,,,,Marvel,2003.0,1.0,2003-08-01,
Agrippe,Public,Living,Female,Good,,,,,Red,,DC,2008.0,1.0,2008-03-01,
Agrippina,Secret,Deceased,Female,Bad,,,,,Blue,,DC,2002.0,3.0,2002-09-01,
Agrom,No Dual,Living,Male,Good,,,,White,Black,,Marvel,1989.0,4.0,1989-10-01,
Agu,No Dual,Living,Male,Other,,,,,Brown,,Marvel,1953.0,5.0,1953-07-01,
Agua Sin Gaaz,Secret,Deceased,Male,Bad,,,,Brown,Black,,DC,2000.0,5.0,2000-10-01,
Aguinaga,Public,Living,Male,Good,,,,,,,Marvel,2004.0,2.0,2004-01-01,
Aguja,Secret,Deceased,Female,Bad,,,,Green,Blond,,Marvel,2006.0,5.0,2006-09-01,
Ah Knee,No Dual,Deceased,Male,Bad,,,,,Black,,Marvel,1942.0,1.0,1942-08-01,
Ah-Muzencab,,Deceased,Male,Other,,,,Black,,,Marvel,2012.0,1.0,2012-10-01,
Ahh,,Living,Female,Other,,,,,White,,Marvel,1991.0,1.0,1991-04-01,
Ahk-Ton,,Living,Male,Bad,,,,Black,,,DC,1965.0,8.0,1965-01-01,
Ahmad Azis,,Living,Male,Bad,,,,,,,Marvel,1985.0,1.0,1985-06-01,
Ahmbra,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1996.0,3.0,1996-11-01,
Ahmed,Secret,Living,Male,Other,,,,,Black,,Marvel,2005.0,1.0,2005-03-01,Tunnel Rats
Ahmed Noor,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2010.0,4.0,2010-08-01,
Ahmed Samsarra,,Deceased,Male,Good,,,,Brown,Brown,,DC,2005.0,1.0,2005-07-01,
Ahmet,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1986.0,1.0,1986-02-01,
Ahmet Abdol,Public,Living,Male,Bad,,,,Red,Bald,,Marvel,1969.0,44.0,1969-03-01,
Ahpuch,,Living,Male,Bad,,,,,Bald,,Marvel,1982.0,10.0,1982-10-01,
Ahpuch,,Living,Male,Other,,,,,,,DC,1988.0,2.0,1988-08-01,
Ahqlau,No Dual,Living,Female,Other,,,,Green,Red,,Marvel,1985.0,6.0,1985-11-01,
Ahri'ahn,Public,Living,Male,Good,,,,Green,Brown,,DC,1982.0,,1982-03-01,
Ahriman,Public,Living,Male,Bad,,,,,,,DC,1980.0,6.0,1980-02-01,
Ahti,Secret,Living,Female,Good,,,,,,,DC,1992.0,19.0,1992-09-01,
Ahtier,Secret,Deceased,Female,Bad,,,,,,,DC,1987.0,6.0,1987-01-01,
Ahura Boltagon,No Dual,Living,Male,Other,,,,Brown,Black,,Marvel,,38.0,,
Ahura Mazda,,Living,Male,Other,,,,,White,,Marvel,2009.0,,2009-09-01,
Ahura-Mazda,,Deceased,Male,Good,,,,Gold,Gold,,DC,1980.0,3.0,1980-02-01,
Ai Apaec,Secret,Deceased,Male,Bad,,,,White,Grey,,Marvel,2011.0,28.0,2011-01-01,
Ai-Chi Wong,,Living,Female,Good,,,,,,,Marvel,1997.0,1.0,1997-12-01,
Aiden,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,2013.0,23.0,2013-02-01,
Aiko Miyazaki,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1998.0,15.0,1998-09-01,
Ailma,No Dual,Living,Female,Good,,,,,Black,,Marvel,1943.0,2.0,1943-04-01,
Aimee,No Dual,Living,Female,Good,,,,Black,Pink,,Marvel,2012.0,,2012-10-01,Clint Barton's neighbor
Aimee DeWitt,Public,Living,Female,Other,,,,,Brown,,DC,1997.0,1.0,1997-07-01,
Ainet,,Living,Female,Other,,,,,White,,Marvel,1998.0,2.0,1998-07-01,
Aiomumkondi,,Living,Male,Other,,,,,,,Marvel,2000.0,1.0,2000-05-01,
Air,,Living,Other,Other,,,,,,,Marvel,1981.0,2.0,1981-07-01,Elementals
Air-Walker,,Living,Male,Bad,,188.0,108.0,Black,Bald,,Marvel,1972.0,27.0,1972-03-01,Automaton
Airam Sappal,,Deceased,Female,Good,,,,,,,DC,2009.0,1.0,2009-01-01,
Airborne,,Living,Female,Bad,,,,,,,Marvel,1998.0,2.0,1998-02-01,Death Squad
Aireo,Secret,Living,Male,Bad,,,,Blue,,,Marvel,1966.0,34.0,1966-02-01,
Airhead,Secret,Living,Female,Other,,,,,Blond,,Marvel,1987.0,2.0,1987-08-01,
Aislinn,,Living,Female,Other,,,,,,,Marvel,2002.0,1.0,2002-11-01,
Aja,Secret,Living,Male,Other,,,,Brown,Black,,Marvel,2008.0,5.0,2008-05-01,
Ajak,Secret,Living,Male,Other,,,,Grey,Black,,Marvel,1976.0,40.0,1976-08-01,
Ajanii Jackson,,Living,Male,Other,,,,Brown,Black,,Marvel,1999.0,1.0,1999-04-01,
Ajax,Secret,Deceased,Male,Bad,Cyborg,193.0,90.0,Brown,Black,,Marvel,1998.0,10.0,1998-03-01,Francis
Ajax,Secret,Living,Male,Good,Cyborg,193.0,90.0,Blue,Brown,,Marvel,1991.0,24.0,1991-03-01,Pantheon
Ajax,No Dual,Living,Male,Good,Cyborg,193.0,90.0,Brown,Brown,,Marvel,2006.0,5.0,2006-03-01,Greek Legend
Ajaxis,,Living,Male,Bad,,,,,,,Marvel,2006.0,1.0,2006-08-01,
Ajes'ha,No Dual,Deceased,Female,Good,,,,,Blond,,Marvel,1999.0,,1999-07-01,
Ajna,Secret,Living,Female,Other,,,,Brown,Black,,Marvel,,1.0,,
Ak,No Dual,Deceased,Male,Good,,,,One Eye,,,Marvel,1941.0,1.0,1941-03-01,
Ak-Var,Public,Deceased,Male,Other,,,,,Blond,,DC,2009.0,2.0,2009-08-01,
Akahara,Public,Deceased,Male,Bad,,,,,Black,,DC,2004.0,2.0,2004-10-01,
Akaje,,Living,Male,Other,,,,,,,Marvel,2003.0,1.0,2003-06-01,
Akarl,,Deceased,Male,Good,,,,,,,DC,1989.0,2.0,1989-03-01,
Akasha Martinez,No Dual,Living,Female,Other,,,,,,,Marvel,1997.0,4.0,1997-09-01,
Akatora,,Living,Male,Bad,,,,,Black,,Marvel,1996.0,3.0,1996-11-01,
Akeja,Secret,Living,Male,Bad,,,,,Bald,,Marvel,2010.0,2.0,2010-03-01,
Akhlut,Secret,Deceased,Male,Bad,,,,Black,Black,,DC,2008.0,2.0,2008-08-01,
Akihira,Secret,Deceased,Male,Other,,,,Black,Black,,Marvel,2008.0,3.0,2008-08-01,
Akihiro,Secret,Living,Male,Bad,,,,Blue,Black,,Marvel,2006.0,189.0,2006-10-01,
Akila,Public,Living,Female,Good,,,,Brown,Brown,,DC,1999.0,5.0,1999-09-01,
Akiniko,,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-11-01,
Akira Kiamata,Secret,Deceased,Female,Bad,,,,,,,Marvel,2007.0,1.0,2007-11-01,
Akiro,,Living,Male,Good,,,,,Black,,Marvel,1984.0,1.0,1984-05-01,
Akisha,,Living,Female,Other,,,,,,,DC,2008.0,12.0,2008-07-01,
Akpaxa,,Living,Male,Bad,,,,,Brown,,Marvel,2009.0,3.0,2009-02-01,
Akreon,,Living,Male,Bad,,,,,,,Marvel,1983.0,,1983-03-01,
Akulia,No Dual,Deceased,Female,Other,,,,Black,Black,,Marvel,1991.0,3.0,1991-02-01,
Al B. Harper,No Dual,Deceased,Male,Good,,,,Brown,Black,,Marvel,1969.0,2.0,1969-04-01,
Al Bizarro,Secret,Living,Male,Good,,,,,Black,,DC,1999.0,4.0,1999-07-01,
Al Gentle,No Dual,Living,Male,Good,,,,,,,Marvel,1981.0,,1981-12-01,
Al Larson,Public,Living,Male,Good,,,,,,,Marvel,1948.0,,1948-09-01,
Al Shaitan,,Living,Male,Bad,,,,,Grey,,Marvel,1993.0,1.0,1993-04-01,
Al'Arok,No Dual,Living,Male,Bad,,,,Green,Bald,,Marvel,1987.0,,1987-08-01,
Al-Khalad,,Living,Male,Bad,,,,,,,Marvel,1996.0,,1996-05-01,
Al-Thahab Al-Aswad,Public,Deceased,Male,Good,,,,Black,Black,,Marvel,,3.0,,
Aladdin,,Living,Male,Other,,,,,,,Marvel,1977.0,,1977-01-01,
Aladi Ko Eke,Secret,Living,Female,Other,,,,Blue,Brown,,Marvel,2010.0,11.0,2010-05-01,
Alain Racine,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,1982.0,21.0,1982-06-01,
Alaisa Ruatha Pethnan,,Living,Female,Bad,,,,,Black,,Marvel,1992.0,6.0,1992-06-01,
Alaka'i Ryan II,No Dual,Deceased,Male,Good,,,,,Brown,,Marvel,2011.0,,2011-02-01,
Alake,No Dual,Living,Male,Good,,,,White,,,Marvel,1992.0,2.0,1992-03-01,
Alan Armstrong,Secret,Living,Male,Good,,,,Blue,Black,,DC,1995.0,4.0,1995-10-01,
Alan Barnes,,Living,Male,Good,,,,,,,DC,1994.0,2.0,1994-01-01,
Alan Brialige,,Living,Male,Bad,,,,,,,Marvel,,,,
Alan Burstyn,,Living,Male,Bad,,,,,Brown,,Marvel,1990.0,1.0,1990-09-01,
Alan Cavenaugh,,Living,Male,Other,,,,,Red,,Marvel,1976.0,7.0,1976-06-01,
Alan Desmond,,Living,Male,Other,,,,Brown,Brown,,Marvel,1994.0,1.0,1994-07-01,
Alan Fagan,Secret,Living,Male,Bad,,,,Hazel,Silver,,Marvel,1980.0,24.0,1980-04-01,
Alan Hallman,Public,Living,Male,Bad,,,,,,,DC,1990.0,4.0,1990-12-01,
Alan Heinman,Secret,Deceased,Male,Bad,,,,,Bald,,Marvel,1944.0,1.0,1944-03-01,
Alan Markham,Public,Living,Male,Other,,,,,Black,,DC,1990.0,3.0,1990-05-01,
Alan O'Neil,No Dual,Living,Male,Good,,,,Brown,Brown,,Marvel,2007.0,,2007-06-01,
Alan Quartermain,No Dual,Living,Male,Other,,,,,Brown,,Marvel,1988.0,3.0,1988-03-01,
Alan Scott,Secret,Deceased,Male,Good,,180.0,90.0,Blue,Blond,,DC,1940.0,969.0,1940-07-01,
Alan Spaulding,Public,Living,Male,Bad,,,,Blue,Grey,,Marvel,2007.0,1.0,2007-01-01,
Alan Trent,,Living,Male,Bad,,,,,,,Marvel,1993.0,1.0,1993-02-01,
Alan Wayne,Public,Deceased,Male,Good,,,,,Black,,DC,1997.0,17.0,1997-10-01,
Alan Welles,Secret,Deceased,Male,Other,,,,Blue,Brown,,DC,1984.0,19.0,1984-06-01,
Alan Wilson,Secret,Living,Male,Bad,,,,White,Black,,Marvel,1996.0,4.0,1996-04-01,
Alan Witherspoon,Public,Living,Male,Good,,,,,Grey,,DC,1989.0,7.0,1989-12-01,
"Alan von Neumann, Jr.",,Living,Male,Bad,,,,,,,DC,2009.0,4.0,2009-08-01,
Alana Dominguez,,Living,Female,Other,,,,,Brown,,DC,2003.0,13.0,2003-10-01,
Alana Jobson,Secret,Living,Female,Good,,,,Green,Black,,Marvel,2007.0,12.0,2007-06-01,Sara Ehret
Alana Jobson,Secret,Deceased,Female,Good,,,,Green,Brown,,Marvel,2008.0,12.0,2008-02-01,
Alana Sloan,No Dual,Living,Female,Other,,,,Blue,Blond,,Marvel,1997.0,2.0,1997-08-01,
Alani Ryan,Secret,Living,Female,Good,,,,Brown,Brown,,Marvel,2004.0,73.0,2004-06-01,
Alanna Strange,Public,Living,Female,Good,,,,Blue,Black,,DC,1958.0,141.0,1958-12-01,
Alaric,,Living,Male,Bad,,,,,,,Marvel,1978.0,1.0,1978-10-01,Mystic
Alaric,No Dual,Living,Male,Good,,,,,Blond,,Marvel,1985.0,11.0,1985-11-01,Asgardian
Alaris,Secret,Living,Male,Other,,,,White,Black,,Marvel,2003.0,13.0,2003-07-01,
Alarr,,Deceased,Male,Good,,,,,,,Marvel,2008.0,1.0,2008-11-01,
Alasdhair Kinross,No Dual,Deceased,Male,Other,,,,Brown,Brown,,Marvel,1999.0,3.0,1999-09-01,
Albakor,,Living,Female,Good,,,,Yellow,Bald,,Marvel,2009.0,3.0,2009-06-01,
Alban Emond,Secret,Living,Male,Bad,,,,Brown,White,,Marvel,1982.0,5.0,1982-10-01,
Albart,,Living,Male,Other,,,,Brown,White,,DC,1990.0,2.0,1990-03-01,
Albasini,,Deceased,Male,Bad,,,,,Bald,,Marvel,2006.0,2.0,2006-03-01,
Alberich,No Dual,Living,Other,Bad,,,,,Black,,Marvel,1980.0,5.0,1980-04-01,
Alberik,No Dual,Living,Male,Other,,,,Blue,Black,,Marvel,2000.0,1.0,2000-10-01,
Albert,No Dual,Living,Male,Other,,,,Red,Black,,Marvel,1991.0,19.0,1991-03-01,
Albert Bendix,,Deceased,Male,Other,,,,Brown,Black,,Marvel,2000.0,4.0,2000-10-01,
Albert Cleary,No Dual,Living,Male,Other,,,,Brown,Brown,,Marvel,1989.0,18.0,1989-05-01,
Albert Davis,Public,Living,Male,Bad,,,,Blue,Blond,,DC,2004.0,6.0,2004-04-01,
Albert DeVoor,No Dual,Living,Male,Other,,,,,White,,Marvel,1975.0,5.0,1975-07-01,
Albert Desmond,,Living,Male,Other,,,,Green,Red,,DC,1958.0,65.0,1958-04-01,
Albert Destine,Secret,Living,Male,Good,,,,Blue,White,,Marvel,1994.0,6.0,1994-10-01,
Albert Einstein,No Dual,Living,Male,Other,,,,,White,,Marvel,1983.0,1.0,1983-05-01,Robot
Albert Gaines,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,2011.0,2.0,2011-05-01,Zombie Clone
Albert Hollerer,,Living,Male,Good,,,,,,,DC,1986.0,4.0,1986-04-01,
Albert Jones,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1942.0,8.0,1942-12-01,
Albert Louis,Secret,Living,Male,Good,,,,,Brown,,Marvel,1993.0,7.0,1993-03-01,
